분류,상품명,설명,비율,제목
금리연동형저축보험 상품,무배당 흥국생명 드림저축보험2101(수익형),이 상품은 만기시 환급금이 총 납입한 보험료를 초과합니다.,,저축성보험 / 예적금，펀드와 다름
금리연동형저축보험 상품,무배당 흥국생명 드림저축보험2101(수익형),이 상품은 청약을 한 날부터 30일 이내(보험증권을 받은 날부터 15일 이내)에 청약철회가 가능합니다.,,청약철회 기간 / 청약후
금리연동형저축보험 상품,무배당 흥국생명 드림저축보험2101(수익형),이 상품은 보험회사의 자산운용이익률，시장금리 등에 따라 보험료적립금 적용이율이 변동됩니다.,,금리연동형 / 적용금리 변동
금리연동형저축보험 상품,무배당 흥국생명 드림저축보험2101(수익형),이 상품은 회사의 자산운용 이익률 및 시중금리 등이 하락하더라도 회사에서 지급을 보증한 최저이율을 보증합니다.,,최저이율보장 / 기간별 상이
금리연동형저축보험 상품,무배당 프리미엄저축보험2101,이 상품은 예금자보호법에 따라 예금보험공사가 1인당 ˚최고 5천만원˚ 한도로 보호합니다. (단，법인 계약 제외),,예금자보호 / 1인당 / 최고 5천만원
금리연동형저축보험 상품,무배당 프리미엄저축보험2101,이 상품은 만기시 환급금이 총 납입한 보험료를 초과합니다.,,저축성보험 / 예적금，펀드와 다름
금리연동형저축보험 상품,무배당 프리미엄저축보험2101,이 상품은 청약을 한 날부터 30일 이내(보험증권을 받은 날부터 15일 이내)에 청약철회가 가능합니다.,,청약철회 기간 / 청약후
금리연동형저축보험 상품,무배당 프리미엄저축보험2101,이 상품은 보험회사의 자산운용이익률，시장금리 등에 따라 보험료적립금 적용이율이 변동됩니다.,,금리연동형 / 적용금리 변동
금리연동형저축보험 상품,무배당 프리미엄저축보험2101,이 상품은 회사의 자산운용 이익률 및 시중금리 등이 하락하더라도 회사에서 지급을 보증한 최저이율을 보증합니다.,,최저이율보장 / 기간별 상이
금리연동형저축보험 상품,삼성 New에이스저축보험B2.8(무배당),이 상품은 예금자보호법에 따라 예금보험공사가 1인당 ˚최고 5천만원˚ 한도로 보호합니다. (단，법인 계약 제외),,예금자보호 / 1인당 / 최고 5천만원
금리연동형저축보험 상품,삼성 New에이스저축보험B2.8(무배당),이 상품은 만기시 환급금이 총 납입한 보험료를 초과합니다.,,저축성보험 / 예적금，펀드와 다름
금리연동형저축보험 상품,삼성 New에이스저축보험B2.8(무배당),이 상품은 청약을 한 날부터 30일 이내(보험증권을 받은 날부터 15일 이내)에 청약철회가 가능합니다.,,청약철회 기간 / 청약후
금리연동형저축보험 상품,삼성 New에이스저축보험B2.8(무배당),이 상품은 보험회사의 자산운용이익률，시장금리 등에 따라 보험료적립금 적용이율이 변동됩니다.,,금리연동형 / 적용금리 변동
금리연동형저축보험 상품,삼성 New에이스저축보험B2.8(무배당),이 상품은 회사의 자산운용 이익률 및 시중금리 등이 하락하더라도 회사에서 지급을 보증한 최저이율을 보증합니다.,,최저이율보장 / 기간별 상이
금리연동형저축보험 상품,(무)KDB양로저축보험,이 상품은 예금자보호법에 따라 예금보험공사가 1인당 ˚최고 5천만원˚ 한도로 보호합니다. (단，법인 계약 제외),,예금자보호 / 1인당 / 최고 5천만원
금리연동형저축보험 상품,(무)KDB양로저축보험,이 상품은 만기시 환급금이 총 납입한 보험료를 초과합니다.,,저축성보험 / 예적금，펀드와 다름
